name,url,ingredients,rating,rating_count,image_url
Hearty Breakfast Cookies,https://www.allrecipes.com/recipe/10488/hearty-breakfast-cookies/,"½ cup butter, softened ; 1 cup peanut butter ; 1 ⅓ cups packed brown sugar ; 2 teaspoons vanilla extract ; 2  eggs ; ⅓ cup water ; 1 cup all-purpose flour ; 1 cup whole wheat flour ; 2 cups quick cooking oats ; ½ cup wheat germ ; 1 teaspoon salt ; 1 teaspoon ground cinnamon ; 2 teaspoons baking soda ; 1 cup raisins",4.52,265,https://www.allrecipes.com/thmb/l334QbczjMukG-kc7VOhyBVjjaQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5802077-0c21f7bce48e4c979e8062bb6362f282.jpg
Cut-Out Cookies in a Flower Pot,https://www.allrecipes.com/recipe/10855/cut-out-cookies-in-a-flower-pot/,"2 cups butter, softened ; 3 cups white sugar ; 4  eggs ; 1 tablespoon vanilla extract ; 1 tablespoon butter flavored extract ; 7 cups all-purpose flour ; 2 teaspoons baking powder ; 1 teaspoon salt",4.78,265,https://www.allrecipes.com/thmb/QJfEwEjeZkdWmusdq7Lp7j5rpBs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/677686-78aa32412aaf4bd28694076f87be6185.jpg
Cheesy Brat Stew for the Slow Cooker,https://www.allrecipes.com/recipe/56391/cheesy-brat-stew-for-the-slow-cooker/,"6  bratwurst links, browned and cut into 1/2 inch slices ; 4 medium potatoes, peeled and cubed ; 1 tablespoon dried minced onion ; 1 (15 ounce) can green beans, drained ; 1 small red bell pepper, seeded and chopped ; 2 cups shredded Cheddar cheese ; 1 (10.75 ounce) can  cream of mushroom soup ; ⅔ cup water",4.12,265,https://www.allrecipes.com/thmb/8kKWhXYxsT84FFmCEyvJYHk7kkg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2824074-8f3529813b6c40cf8ca00295ac4046b0.jpg
Great Easy Waffles,https://www.allrecipes.com/recipe/171978/great-easy-waffles/,"2 cups all-purpose flour ; 2 teaspoons baking powder ; 2 tablespoons white sugar ; ½ teaspoon salt ; 2  egg whites ; 2  egg yolks ; 2 tablespoons grated lemon zest ; 1 teaspoon vanilla extract ; 2 cups milk ; 6 tablespoons butter, melted",4.67,264,https://www.allrecipes.com/thmb/XSo4vNpcHLaT0QLOQhzqHyMNi7A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/334650-14c6c07f637f4369848a7ca891c781ba.jpg
Paleo Omelet Muffins,https://www.allrecipes.com/recipe/228091/paleo-omelet-muffins/,"8  eggs ; 8 ounces cooked ham, crumbled ; 1 cup diced red bell pepper ; 1 cup diced onion ; ¼ teaspoon salt ; ⅛ teaspoon ground black pepper ; 2 tablespoons water",4.43,264,https://www.allrecipes.com/thmb/32FIWooy2gqixaKDJfBzs00p65s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1364436-6a673364ea574cccb9a2c46a19af937d.jpg
Veracruz-Style Red Snapper,https://www.allrecipes.com/recipe/228046/veracruz-style-red-snapper/,"2 tablespoons olive oil ; ½  white onion, diced ; 3 cloves garlic, minced ; 1 tablespoon capers ; 1 tablespoon caper juice ; 1 cup cherry tomatoes, halved ; ⅓ cup pitted, sliced green olives (such as Castelvetrano) ; 1  jalapeno pepper, seeded and chopped ; 2 teaspoons chopped fresh oregano ; 2 teaspoons olive oil ; 2 (7 ounce) red snapper fillets, cut in half ;   salt and pepper to taste ; ½ teaspoon cayenne pepper, or more to taste ; 2  limes, juiced",4.88,264,https://www.allrecipes.com/thmb/QI5Liq4xW0KnG-2rn_s4qxn4hrc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228046-veracruz-style-red-snapper-DDMFS-262-4x3-step-10-48074b6dd61d43b08baab3449d7b451b.jpg
Mediterranean Salmon,https://www.allrecipes.com/recipe/76763/mediterranean-salmon/,"½ cup olive oil ; ¼ cup balsamic vinegar ; 4 cloves garlic, pressed ; 4 (3 ounce) fillets salmon ; 1 tablespoon chopped fresh cilantro ; 1 tablespoon chopped fresh basil ; 1 ½ teaspoons garlic salt",4.41,264,https://www.allrecipes.com/thmb/1E9IEpMJDfNE7PhD9SQiF_c3uME=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/76763mediterranean-salmonFranceC4x3-d763357f666a44e6b25f9b9fc4441441.jpg
Pan Seared Red Snapper,https://www.allrecipes.com/recipe/36124/pan-seared-red-snapper/,"2 (4 ounce) fillets red snapper ; 1 tablespoon olive oil ; 1  lemon, juiced ; 2 tablespoons rice wine vinegar ; 1 teaspoon Dijon mustard ; 1 tablespoon honey ; ¼ cup chopped green onions ; 1 teaspoon ground ginger",4.11,264,https://www.allrecipes.com/thmb/F6DosFJwebCeg6DJz5k7l3AzEFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/36124-pan-seared-red-snapper-ddmfs-3x4_9596-640a4c2ec05b4195a6ae902609ae99f9.jpg
Day-After-Thanksgiving Turkey Carcass Soup,https://www.allrecipes.com/recipe/130979/day-after-thanksgiving-turkey-carcass-soup/,"1  picked over turkey carcass ; 1 ½ cups leftover stuffing ; 2  celery stalks, chopped ; 2  carrots, peeled and sliced ; 1  onion, peeled and diced ; 2  bay leaves ; 1 tablespoon poultry seasoning ; 1 teaspoon ground sage ; 2 ½ quarts chicken broth ;   garlic salt to taste ;   ground black pepper, to taste ; 2 cups (uncooked) regular long-grain white rice ; 1 (16 ounce) package frozen green peas",4.48,264,https://www.allrecipes.com/thmb/_OiuA4qhbZJyU1JW1iOJjcwz5zo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/130979-day-after-thanksgiving-turkey-carcass-soup-vat-4X3-3-eb71679adbef4c11a975c0acde2b7b58.jpg
Apple Stuffed Pork Chops,https://www.allrecipes.com/recipe/14737/apple-stuffed-pork-chops/,1 tablespoon chopped onion ; ¼ cup butter ; 3 cups fresh bread crumbs ; 2 cups chopped apples ; ¼ cup chopped celery ; 2 teaspoons chopped fresh parsley ; ¼ teaspoon salt ; 6  (1 1/4 inch) thick pork chops ;   salt and pepper to taste ; 1 tablespoon vegetable oil,4.12,264,https://www.allrecipes.com/thmb/LZw1dSgXhvzz85XxMnze63KOiGY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2142825-cfd90dd67ef44cdaaee2edf596b3f387.jpg
JIF® Irresistible Peanut Butter Cookies,https://www.allrecipes.com/recipe/65354/jif-irresistible-peanut-butter-cookies/,1 ¼ cups firmly packed light brown sugar ; ¾ cup JIF® Peanut Butter ; ½ cup Butter Flavor CRISCO® Stick ; 3 tablespoons milk ; 1 tablespoon vanilla ; 1  egg ; 1 ¾ cups sifted all-purpose flour ; ¾ teaspoon baking soda ; ¾ teaspoon salt,4.54,264,https://www.allrecipes.com/thmb/wiC4PfQLoOvli_nkzShY1dxDlrk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7960786-e29fc1b5f927417b941ba2fed874b62a.jpg
Smothered Pork Chops,https://www.allrecipes.com/recipe/14722/smothered-pork-chops/,"1  onion, chopped ; 4 cloves crushed garlic ; 6  (3/4 inch) thick pork chops ; ½ cup water ; ⅓ cup all-purpose flour ; 1 (14.5 ounce) can fat-free chicken broth ; 1 tablespoon browning sauce",4.18,264,https://www.allrecipes.com/thmb/ancBvFzsAxQGkLVcMfPBtJdOAEg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/259017-f3a7ed7311ac419eb0c8d2b0153b7c97.jpg
Hobo Dinner,https://www.allrecipes.com/recipe/26611/hobo-dinner/,"1 pound ground beef ; 5  potatoes, peeled and cut into steak fries ; 4 large carrots, peeled and sliced lengthwise ; 1  onion, peeled and sliced into rings ;   salt to taste ;   ground black pepper to taste ;   garlic salt to taste",4.19,264,https://www.allrecipes.com/thmb/NCcJxC5ccwMdHpVR2pZl6nUVQgw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/26611SheetPanGroundBeefPotatoandCarrotDinnerChefMo4x3-e7753526b1a64925bb665610d99b4ed1.jpg
Apple Cider Sauce and Pork Loin Chops,https://www.allrecipes.com/recipe/88123/apple-cider-sauce-and-pork-loin-chops/,"3 tablespoons olive oil ; 4  pork loin chops ;   seasoning salt to taste ;   black pepper to taste ;   garlic powder to taste ; ½ teaspoon poultry seasoning ; 3 tablespoons Worcestershire sauce ; 1 (8 ounce) container frozen apple cider concentrate, undiluted ; ¼ cup dry sherry",4.5,264,https://www.allrecipes.com/thmb/vKs3OBxKNwHpl2-3bs97gKOWU9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1101450-70b3f7133fbe4bee9557dffff839dfea.jpg
Chile Verde II,https://www.allrecipes.com/recipe/36196/chile-verde-ii/,"6 pounds cubed pork stew meat ; ¼ cup vegetable oil ; 2 large yellow onions ; 6 cloves garlic, minced ; 1 tablespoon sea salt ;   freshly ground pepper, to taste ; 1 tablespoon ground cumin ; 4 ½ quarts chicken broth ; 8  fresh poblano chile peppers, seeded and chopped ; 4  fresh jalapeno peppers, seeded and chopped ; 2  yellow bell peppers, seeded and chopped ; 3 pounds fresh tomatillos, husks removed ; 1 bunch cilantro leaves, coarsely chopped",4.55,264,https://www.allrecipes.com/thmb/OL5xBE_cDtU_pk6fleHTwLBdL8E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/691336-3b845ec87e8847cf9a8fc93659bbbc14.jpg
Slow Cooker Spicy Chicken,https://www.allrecipes.com/recipe/214731/slow-cooker-spicy-chicken/,"3  skinless, boneless chicken breast halves ; ½ (8 ounce) jar medium salsa ; ¼ cup tomato sauce ; 2 cloves garlic, minced ; 1 small red onion, chopped ; 1 teaspoon ground cumin ; 1 teaspoon chili powder ; 1 pinch salt and fresh ground pepper to taste",4.48,264,https://www.allrecipes.com/thmb/yqa7m439xSrB3J1lCq-XmsmPz88=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2518667-slow-cooker-spicy-chicken-mommyluvs2cook-4x3-1-267b403e28c049788068d16f8da6967c.jpg
Maple Cookies,https://www.allrecipes.com/recipe/9773/maple-cookies/,"1 cup butter, softened ; 1 cup packed brown sugar ; 1  egg ; 1 cup real maple syrup ; 1 teaspoon vanilla extract ; 2 teaspoons baking soda ; ½ teaspoon salt ; 4 cups all-purpose flour ; ⅓ cup granulated sugar for decoration",4.16,263,https://www.allrecipes.com/thmb/_vq6vmcD92Q2k9Y9vYV_bsFYyFA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9773-maple-cookies-alberta-rose-4x3-489c72190746482c9f94d325ec2148b3.jpg
Caramelized French Toast,https://www.allrecipes.com/recipe/24571/caramelized-french-toast/,"4 tablespoons butter, divided ; 6  eggs ; ½ cup milk ; ⅛ teaspoon salt ; 8 slices bread ; 1 cup brown sugar ; ½ cup water",4.14,263,https://www.allrecipes.com/thmb/t659G3JrMKpHcDds3lf7A7b18T8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1029024-18233fd0d80049aab65784790913e601.jpg
Egg Drop Soup II,https://www.allrecipes.com/recipe/13343/egg-drop-soup-ii/,"2 (14.5 ounce) cans chicken broth ; 1 tablespoon cornstarch ; 1  egg, lightly beaten ; 2 tablespoons chopped green onion",4.24,263,https://www.allrecipes.com/thmb/UUIFE8AxpamgGMPe1_kTaLQ_5vs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2918090-a3902b46d7ad443c8f4fb07c914e1690.jpg
Darra's Famous Tuna Waldorf Salad Sandwich Filling,https://www.allrecipes.com/recipe/24866/darras-famous-tuna-waldorf-salad-sandwich-filling/,"½ cup mayonnaise ; 1 tablespoon prepared Dijon-style mustard ; ¼ teaspoon curry powder ;   salt and pepper to taste ; 1 (5 ounce) can tuna, drained ; 1  shallot, finely chopped ; 1  Granny Smith apple, cored and diced ; ¼ cup chopped walnuts ; ½ cup diced celery ; 1 teaspoon sweet pickle relish ; 4 large croissants ; 4 leaves lettuce ; 4 slices Swiss cheese",4.6,263,https://www.allrecipes.com/thmb/cKEII2gNA3b4D1jDhkl3ibJ0ys8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/117174-487f9685ce86490fb64a64397404b357.jpg
Boiled Chicken,https://www.allrecipes.com/recipe/20455/boiled-chicken/,"1 (3 pound) whole chicken ; 1 large onion, halved - unpeeled ; 3  carrots, cut into chunks - unpeeled ; 2 stalks celery, cut into chunks ; 1 tablespoon whole peppercorns ;   water to cover",4.74,263,https://www.allrecipes.com/thmb/p4R50XMjMxXoB-ZMJNaa8hukh9g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/20455-boiled-chicken-4x3-0664-0151123403d8490ca4f082733b4ff1af.jpg
Curried Zucchini Soup,https://www.allrecipes.com/recipe/80878/curried-zucchini-soup/,"2 tablespoons extra virgin olive oil ; 1 large onion, halved and thinly sliced ; 1 tablespoon curry powder ;   sea salt to taste ; 4 small zucchini, halved lengthwise and cut into 1 inch slices ; 1 quart chicken stock",4.54,263,https://www.allrecipes.com/thmb/ppWWWe0zniuuWLjnk5izCj3F2ro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/219051-e14a1dee7ac74dbba97de99b17523232.jpg
Potato Leek Soup I,https://www.allrecipes.com/recipe/13011/potato-leek-soup-i/,"5 pounds white potatoes, peeled and quartered ; 6 cups chicken broth ; 2  leeks, bulb only ; ½ cup butter ; ¼ cup white wine ;   salt to taste ; ¼ teaspoon freshly ground white pepper",4.39,263,https://www.allrecipes.com/thmb/3WvacsmnDCPvT6RayD67y314z4A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/352692-754bc258fd1c4208931f26d30e35f6a6.jpg
Cranberry Swirl Coffee Cake,https://www.allrecipes.com/recipe/13548/cranberry-swirl-coffee-cake/,½ cup butter ; 1 cup white sugar ; 2  eggs ; 1 teaspoon almond extract ; 2 cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon baking soda ; ½ teaspoon salt ; 1 cup sour cream ; 1 (8 ounce) can whole cranberry sauce,4.53,263,https://www.allrecipes.com/thmb/0QRk9bJpcM6dL3poiE5T5bFzuhU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5613918-cranberry-swirl-coffee-cake-momoffivepoikas-1x1-1-9ad911387006497ab9d95130a4e2e0ac.jpg
Phenomenal Chicken and Pasta in Creamy Pesto Sauce,https://www.allrecipes.com/recipe/86738/phenomenal-chicken-and-pasta-in-creamy-pesto-sauce/,"2 cups fresh basil ; 3 cloves garlic ; ⅓ cup freshly grated Parmesan cheese ; ⅓ cup pine nuts ; 1 medium ripe tomato, chopped ; ¼ cup olive oil ; ¼ cup chicken broth ; 1 cup white wine ; 2 tablespoons dried basil ; 2 teaspoons dried oregano ; 2 cloves garlic, minced ; 6  boneless, skinless chicken breasts, cut into strips ; 1 (16 ounce) package dried penne pasta ; 5 tablespoons olive oil, divided ; 1 large onion, diced ; 1 tablespoon sugar ; ½ (8 ounce) jar oil-packed sun-dried tomatoes, drained and sliced ; ⅓ cup pine nuts ; ½ cup white wine ; 1 cup heavy cream ;   salt to taste",4.48,263,https://www.allrecipes.com/thmb/gi7VLCikWXnsPfWZ-kHSV5PO-5Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3365579-4021b6dd119d4c6cae64620b1edbc75f.jpg
Chorizo Stuffed Bell Peppers,https://www.allrecipes.com/recipe/87137/chorizo-stuffed-bell-peppers/,"6  bell peppers, tops cut off and seeded ; 1 pound chorizo sausage ; 1 stalk celery, minced ; 1  carrot, minced ; ½ cup chopped onion ; 4 cloves garlic, minced ;   salt and pepper to taste ; 1 (14.5 ounce) can whole peeled tomatoes, chopped ; 1 tablespoon Worcestershire sauce ;   chopped fresh parsley ;   chopped fresh basil ; ½ cup uncooked long grain rice ; ½ cup water ; ⅓ cup shredded Monterey Jack cheese ; ⅓ cup shredded Cheddar cheese ; ⅓ cup shredded Mozzarella Cheese ; 1 (10.75 ounce) can  tomato soup",4.6,263,https://www.allrecipes.com/thmb/RlVa0jqAUi1OiH0eAXZ8OL_AQ38=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8056114-chorizo-stuffed-bell-peppers-Shawn-Hayes-4x3-1-ba8def2951b941b1a08067b5f1d2d57f.jpg
Onion Pan-Fried Pork Chops,https://www.allrecipes.com/recipe/72012/onion-pan-fried-pork-chops/,1 (1 ounce) envelope dry onion soup mix ; 2  pork chops ; ¼ cup all-purpose flour ; 1 cup olive oil for frying,4.48,263,https://www.allrecipes.com/thmb/g5kQrDgXGXy-2eEE7PQyjY1V0aA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/72012onion-pan-fried-pork-chopssouplovingnicole4x3-e8d4e9d1704148b181c25c1a486201c4.jpg
Creamy Shrimp and Crab Bisque,https://www.allrecipes.com/recipe/18230/creamy-shrimp-and-crab-bisque/,2 tablespoons butter ; 2 tablespoons all-purpose flour ; ½ teaspoon salt ; ¼ teaspoon white pepper ; 1 teaspoon chicken bouillon granules ; 2 tablespoons finely chopped onion ; 1 ½ cups half-and-half cream ; ½ pound medium shrimp - peeled and deveined ; ½ pound pre-cooked crab meat ; ½ cup white wine,4.32,262,https://www.allrecipes.com/thmb/dZJ0etXZQoD5_vFew5HmnZ-CJ9c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2411395-595c397cdfda49e4ba5c54a4746d8af4.jpg
Chicken and Apple Curry,https://www.allrecipes.com/recipe/8653/chicken-and-apple-curry/,"3 tablespoons butter ; 2 small onion, chopped ; 2  apples - peeled, cored and finely chopped ; 3 tablespoons all-purpose flour ; 1 tablespoon curry powder ; 8  skinless, boneless chicken breasts ; 1 cup hot chicken broth ; 1 cup milk ;   salt and pepper to taste",4.28,262,https://www.allrecipes.com/thmb/Zh0wXZFrWUL4In9Sj5ThSFAUqkQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/318698-41aabd58e3d8463594ad0b07ad863a93.jpg
Potato Cheese Soup,https://www.allrecipes.com/recipe/13993/potato-cheese-soup/,"4  potatoes, peeled and quartered ; 1 small carrot, finely chopped ; ½ stalk celery, finely chopped ; 1 small onion, minced ; 1 ½ cups vegetable broth ; 1 teaspoon salt ; 2 ½ cups milk ; 3 tablespoons butter, melted ; 3 tablespoons all-purpose flour ; 1 tablespoon dried parsley ; 1 teaspoon ground black pepper ; 1 cup shredded Swiss cheese",4.65,262,https://www.allrecipes.com/thmb/q8wIhrZW7SGl45e_OIfKQdQ0fbI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/964483-potato-cheese-soup-Karen-Ury-4x3-1-9c110cf53d044b73868f3b8807e37cf9.jpg
Chicken Honey Nut Stir Fry,https://www.allrecipes.com/recipe/15646/chicken-honey-nut-stir-fry/,"2 teaspoons peanut oil ; 2 stalks celery, chopped ; 2  carrots, peeled and diagonally sliced ; 1 ½ pounds skinless, boneless chicken breast halves - cut into strips ; 1 tablespoon cornstarch ; ¾ cup orange juice ; 3 tablespoons light soy sauce ; 1 tablespoon honey ; 1 teaspoon minced fresh ginger root ; ¼ cup cashews ; ¼ cup minced green onions",4.18,262,https://www.allrecipes.com/thmb/KP9Y76me5aLTqBRSUvTHpKBcOqY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/211464-fa87bdcf3b8b410b950329de4c5bd960.jpg
Southern Pecan Pie I,https://www.allrecipes.com/recipe/12170/southern-pecan-pie-i/,"3  eggs ; 1 cup white sugar ; 1 cup corn syrup ; 2 tablespoons butter, melted ; 1 teaspoon vanilla extract ; ¼ teaspoon salt ; 1 ½ cups pecan halves ; 1 recipe pastry for a 9 inch single crust pie",4.7,262,https://www.allrecipes.com/thmb/60-AcMqDKeqbbRnmXeKGRcrzurs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/southern-pecan-pie-1x1-chef-mo-4d201512f432484da2b37b28909cf03e.jpeg
Grilled Halibut with Cilantro Garlic Butter,https://www.allrecipes.com/recipe/103971/grilled-halibut-with-cilantro-garlic-butter/,"4 (6 ounce) fillets halibut ; 1  lime, cut into wedges ;   salt and pepper to taste ; 3 cloves garlic, coarsely chopped ; ½ cup chopped fresh cilantro ; 1 tablespoon fresh lime juice ; 2 tablespoons butter ; 1 tablespoon olive oil",4.54,262,https://www.allrecipes.com/thmb/qwE2r7oSP2K8IAz_JkPYe3Y_TD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1026782-grilled-halibut-with-cilantro-garlic-butter-naples34102-4x3-1-0f5b67ef051045d4b87454c40941ae3d.jpg
Poppy Seed Chicken Casserole,https://www.allrecipes.com/recipe/216902/poppy-seed-chicken-casserole/,"4  skinless, boneless chicken breast halves ; ½ cup butter, melted ; 1 sleeve buttery round crackers (such as Ritz®), crushed ; 1 teaspoon poppy seeds, or more if desired ; 1 (8 ounce) container sour cream ; 1 (10.75 ounce) can  condensed cream of chicken soup ; 2 cups shredded Cheddar cheese",4.71,262,https://www.allrecipes.com/thmb/nnlt9nZ7VzOjsMC2ADTYkQAfQ64=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-216902-poppy-seed-chicken-casserole-ddmfs-4x3-4075eb79b7634773bcb33a3593e4ac96.jpg
Yummy Quiche,https://www.allrecipes.com/recipe/22190/yummy-quiche/,"8 ounces bacon ; 1 (9 inch) unbaked 9 inch pie crust ; 2 cups sharp Cheddar cheese, shredded ; 1 cup shredded Monterey Jack cheese ; 3 tablespoons all-purpose flour ; 5  eggs, lightly beaten ; 1 ½ cups half-and-half ; ½ cup diced onion ; 1 (4 ounce) can diced green chile peppers, drained",4.69,262,https://www.allrecipes.com/thmb/qKYCpdCAsfOFr4G8hYkMnvc_2NQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1620154-30c0a23cddaa4f48a51f9c9ea235b232.jpg
Hummus Pizza,https://www.allrecipes.com/recipe/74437/hummus-pizza/,"1 (10 ounce) can refrigerated pizza crust dough ; 1 cup hummus spread ; 1 ½ cups sliced bell peppers, any color ; 1 cup broccoli florets ; 2 cups shredded Monterey Jack cheese",4.57,262,https://www.allrecipes.com/thmb/x0w6zi1UxguMO1-7TnVhOBNaiN8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Hummus-Pizza-2000-d67527e595b9492b8f6c82d005f2b9b4.jpg
Best Ever Split Pea,https://www.allrecipes.com/recipe/23860/best-ever-split-pea/,1 tablespoon olive oil ; 2 cups chopped onion ; 2 cups chopped carrot ; 2 cups finely chopped celery ; ½ tablespoon minced garlic ; 1 cup yellow split peas ; 1 cup green split peas ; 8 cups fat-free chicken broth ; 1 ½ teaspoons salt-free seasoning blend ; 1 teaspoon salt,4.64,262,https://www.allrecipes.com/thmb/GTkltmZ3yqrVG2YHwGgkvaouhSc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23860best-ever-split-peasouplovingnicole4x3-47ccdc0c5166439ab162a1fdc977ce35.jpg
Macaroni and Cheese with Caramelized Onions and Bacon,https://www.allrecipes.com/recipe/180905/macaroni-and-cheese-with-caramelized-onions-and-bacon/,"1 (16 ounce) package elbow macaroni ; ¼ cup butter ; ½ cup sour cream ; 1  egg, beaten ; 2 tablespoons cream cheese, softened ; 4 cups grated Asiago cheese ; 4 cups grated Vermont Cheddar cheese ; 4 slices bacon ; 2 tablespoons butter ; 1 large onion, sliced thin ; 4 cloves garlic, minced ; ⅛ teaspoon brown sugar ; ¼ cup chopped fresh parsley ; ¼ cup panko bread crumbs ; 2 tablespoons butter ; 5 tablespoons all-purpose flour ; 3 cups milk ; ½ teaspoon ground mustard ; ½ teaspoon paprika ; ¼ teaspoon salt ; ½ teaspoon pepper ; 1 tablespoon hot pepper sauce",4.54,261,https://www.allrecipes.com/thmb/DB2SwGVBm1Krz4K0-XxIMWFLSss=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/mac-and-cheese-5622d1197151460881b2a13d3c39f7c4.jpg
Easy BBQ Bake,https://www.allrecipes.com/recipe/16741/easy-bbq-bake/,"¾ cup barbecue sauce ; ¾ cup honey ; ½ cup ketchup ; 1  onion, chopped ; 4  skinless, boneless chicken breast halves",4.41,261,https://www.allrecipes.com/thmb/E2RIR932jHBUysZW8lCfQZTmXlc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/185288-cdbd75c8dc1546d68e717120cc12276e.jpg
Beef and Cabbage Stew,https://www.allrecipes.com/recipe/229255/beef-and-cabbage-stew/,"1 ½ pounds beef stew meat, cut into 1-inch pieces ; 1 cube beef bouillon ; 2 cups beef broth ; 1 large onion, chopped ; ¼ teaspoon ground black pepper ; 1  bay leaf ; 2  potatoes, peeled and cubed ; 4 cups shredded cabbage ; 2  celery ribs, sliced ; 1  carrot, sliced ; 1 (8 ounce) can tomato sauce ;   salt to taste",4.77,261,https://www.allrecipes.com/thmb/3qVf9tkMQBiTaKfDU4h3F_Iud-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1010463-6bc09633c2ef434b9654eac0ab3e950a.jpg
Grandma's Pork Chops in Mushroom Gravy,https://www.allrecipes.com/recipe/75947/grandmas-pork-chops-in-mushroom-gravy/,"1 tablespoon butter ; 1 clove garlic, pressed ; 6  pork chops ;   salt and pepper to taste ; 1 (8 ounce) can mushrooms, drained ; 1 cup dry sherry ; 1 (10.5 ounce) can beef broth ; 2 tablespoons cornstarch ; 2 tablespoons water",4.31,261,https://www.allrecipes.com/thmb/A7CKVE3mB9j7PBiso4JD7sTCNT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/800600-grandmas-pork-chops-in-mushroom-gravy-Sherri-4x3-1-b894f6647363429ea73a90aafb2d03e5.jpg
Tomato Pork Loin Chops,https://www.allrecipes.com/recipe/62883/tomato-pork-loin-chops/,"2 tablespoons olive oil, divided ; 4  boneless pork loin chops, pounded thin ; 1 large onion, sliced ; ½ teaspoon sugar ; 2 teaspoons chili powder ; ½ teaspoon fennel seeds, crushed ; ½ teaspoon red pepper flakes ; 1 teaspoon dried oregano ; 1 (8 ounce) can tomato sauce ; 2 fluid ounces water ; 1 teaspoon Worcestershire sauce ;   salt and pepper to taste",4.27,260,https://www.allrecipes.com/thmb/aeoQGgGYbHvFMDQvnANpAQbmKQM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9355214-509116c8a2cc49d9af0f86b6864a3ff4.jpg
Carrot and Ginger Soup,https://www.allrecipes.com/recipe/68002/carrot-and-ginger-soup/,"½ medium butternut squash ; 2 tablespoons olive oil ; 1  onion, diced ; 1 pound carrots - peeled and diced ; 3 cloves garlic, crushed or to taste ; 1 (2 inch) piece fresh ginger, peeled and thinly sliced ; 4 cups water ;   salt and pepper to taste ; 1 pinch ground cinnamon ; ¼ cup heavy cream  (Optional)",4.44,260,https://www.allrecipes.com/thmb/aNSKxcV5LbgJxLblF7kdGlLHG60=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5716858-carrot-and-ginger-soup-Hannah-Culbertson-4x3-1-b8325cdc45294c60975b39d41e4c7646.jpg
Tater Tot Casserole III,https://www.allrecipes.com/recipe/26668/tater-tot-casserole-iii/,½ pound ground beef ; 1 (10.75 ounce) can  condensed cream of mushroom soup ; 10 ¾ fluid ounces skim milk ; 1 teaspoon garlic salt ; 1 (14.5 ounce) can French style green beans ; ½ (32 ounce) package tater tots,4.1,260,https://www.allrecipes.com/thmb/gtDDFuvMGoqYXpJXNAx0N_x_AJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7746757-5a1d42cba96d47798351c34e39048557.jpg
